,Domain,Sub Domain,Product Title,Product Link,Review Content,Image,Aspect_1,Label_1,Cause_1,Aspect_2,Label_2,Cause_2,Aspect_3,Label_3,Cause_3,Aspect_4,Label_4,Cause_4,Aspect_5,Label_5,Cause_5,Over All label,Summary
2316,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Broken lipstick,https://m.media-amazon.com/images/I/61N-7CyvX5L._SY88.jpg,Product_Quality,1,Broken lipstick,,,,,,,,,,,,,1,
2317,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"I kept this in my cart for long days before buying. Beautiful Colour as expected..Price is also very reasonable comparing to other shades in same model. I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",https://m.media-amazon.com/images/I/61hNnK5oTJL._SY88.jpg,Product_Quality,0,I kept this in my cart for long days before buying. Beautiful Colour as expected..,Performance,0,"I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",Cost,0.0,Price is also very reasonable comparing to other shades in same model.,,,,,,,0,
2317,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"I kept this in my cart for long days before buying. Beautiful Colour as expected..Price is also very reasonable comparing to other shades in same model. I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",https://m.media-amazon.com/images/I/61nu5rCqj+L._SY88.jpg,Product_Quality,0,I kept this in my cart for long days before buying. Beautiful Colour as expected..,Performance,0,"I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",Cost,0.0,Price is also very reasonable comparing to other shades in same model.,,,,,,,0,
2317,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"I kept this in my cart for long days before buying. Beautiful Colour as expected..Price is also very reasonable comparing to other shades in same model. I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",https://m.media-amazon.com/images/I/71JhWO0IpmL._SY88.jpg,Product_Quality,0,I kept this in my cart for long days before buying. Beautiful Colour as expected..,Performance,0,"I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",Cost,0.0,Price is also very reasonable comparing to other shades in same model.,,,,,,,0,
2317,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"I kept this in my cart for long days before buying. Beautiful Colour as expected..Price is also very reasonable comparing to other shades in same model. I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",https://m.media-amazon.com/images/I/71blsLOO+ZL._SY88.jpg,Product_Quality,0,I kept this in my cart for long days before buying. Beautiful Colour as expected..,Performance,0,"I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",Cost,0.0,Price is also very reasonable comparing to other shades in same model.,,,,,,,0,
2317,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"I kept this in my cart for long days before buying. Beautiful Colour as expected..Price is also very reasonable comparing to other shades in same model. I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",https://m.media-amazon.com/images/I/71jhQ3H3onL._SY88.jpg,Product_Quality,0,I kept this in my cart for long days before buying. Beautiful Colour as expected..,Performance,0,"I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",Cost,0.0,Price is also very reasonable comparing to other shades in same model.,,,,,,,0,
2317,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"I kept this in my cart for long days before buying. Beautiful Colour as expected..Price is also very reasonable comparing to other shades in same model. I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",https://m.media-amazon.com/images/I/81al+LBVNtL._SY88.jpg,Product_Quality,0,I kept this in my cart for long days before buying. Beautiful Colour as expected..,Performance,0,"I love shades from Brown to Red and Red to Wine...This is a perfect shade for my fair to wheatish skin combination. It just makes my face glow and no need to put anything over. I am just happy with the shade I have bought online. Creamy texture, no need of extra moisturising your lips. No need to put on extra touch up as well. It stays as long as you eat a good meal 😉 You can go with this shade on a date or a shopping it's perfect colour to suit on every season.",Cost,0.0,Price is also very reasonable comparing to other shades in same model.,,,,,,,0,
2318,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Smooth texture easy to apply. Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,https://m.media-amazon.com/images/I/51TUkeIBkWL._SY88.jpg,Product_Quality,0,Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,Performance,0,Smooth texture easy to apply.,,,,,,,,,,0,
2318,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Smooth texture easy to apply. Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,https://m.media-amazon.com/images/I/61YboEC874L._SY88.jpg,Product_Quality,0,Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,Performance,0,Smooth texture easy to apply.,,,,,,,,,,0,
2318,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Smooth texture easy to apply. Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,https://m.media-amazon.com/images/I/71kYRrbuB4L._SY88.jpg,Product_Quality,0,Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,Performance,0,Smooth texture easy to apply.,,,,,,,,,,0,
2318,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Smooth texture easy to apply. Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,https://m.media-amazon.com/images/I/81rBazDCaRL._SY88.jpg,Product_Quality,0,Perfect red colour what I was looking for. Maybelline never disappointed me ever. Thanks Amazon. 🙂💕,Performance,0,Smooth texture easy to apply.,,,,,,,,,,0,
2319,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,I just love the lip shade and it's suit my lips. It's moisture the lip and the tind last for 5-6 hours.,https://m.media-amazon.com/images/I/71SCTC+9eoL._SY88.jpg,Product_Quality,0,I just love the lip shade and it's suit my lips,Performance,0,It's moisture the lip and the tind last for 5-6 hours.,,,,,,,,,,0,
2320,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"It's a good red lipstick but if ur going for something like dark red then it's not going to work for you, this shade is more on the brighter side. The image attached is how it looks.",https://m.media-amazon.com/images/I/21aA7t1w6zL._SY88.jpg,Product_Quality,0,"It's a good red lipstick but if ur going for something like dark red then it's not going to work for you, this shade is more on the brighter side. The image attached is how it looks.",,,,,,,,,,,,,0,
2321,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"This is a lovely pink ,it's bright and highly pigmented. You can wear it without primer/ concealer directly on lips and get a beautiful pink shade even if you have deep pigmented lips. Refer the picture, i have put this lipstick without any lip balm or base and still looks so hydrated and bright. Being cramy matte ,it's not transfer proof but if you dab it with a tissue then it pretty much stays matte. It smudges evenly and does not peel off like pure matte. This is not bright Pop up pink or Magenta but more like hot pink which settles well on darker lips ( refer second pic for swatch in sunlight)",https://m.media-amazon.com/images/I/71CYRcqd6GL._SY88.jpg,Product_Quality,0,"This is a lovely pink ,it's bright and highly pigmented. You can wear it without primer/ concealer directly on lips and get a beautiful pink shade even if you have deep pigmented lips",Performance,0,". Refer the picture, i have put this lipstick without any lip balm or base and still looks so hydrated and bright. Being cramy matte ,it's not transfer proof but if you dab it with a tissue then it pretty much stays matte. It smudges evenly and does not peel off like pure matte. This is not bright Pop up pink or Magenta but more like hot pink which settles well on darker lips ( refer second pic for swatch in sunlight)",,,,,,,,,,0,
2322,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/6171Tb6qvDL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2322,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71MafFFkQQL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2322,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71O1eaw4v7L._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2322,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71VSfHWhzLL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
2323,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. The product is good nice pigment but it is not transfer proof as mentioned..not good for a long wear.. still good one🙂,,Media,1,The media could not be loaded.,Product_Quality,0,the product is good nice pigment,Performance,1.0,but it is not transfer proof as mentioned..not good for a long wear.. still good one🙂,,,,,,,1,
2324,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom. Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.",https://m.media-amazon.com/images/I/61JO7q-bxFL._SY88.jpg,Product_Quality,0,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom.",Performance,0,Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.,,,,,,,,,,0,
2324,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom. Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.",https://m.media-amazon.com/images/I/61dOxRf1o4L._SY88.jpg,Product_Quality,0,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom.",Performance,0,Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.,,,,,,,,,,0,
2324,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom. Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.",https://m.media-amazon.com/images/I/71-o5LrnJIL._SY88.jpg,Product_Quality,0,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom.",Performance,0,Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.,,,,,,,,,,0,
2324,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom. Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.",https://m.media-amazon.com/images/I/71GK-MQFiAL._SY88.jpg,Product_Quality,0,"The product doesnot smudge, I wear a mask and the lipstick is non sticky. My mom and I love the shade. I wear very less lipstick, but I love it on mom.",Performance,0,Shade is exactly wine shade and donot confuse it with red shade. It's a dark maroonish color. The body of the lipstick is so cool! Love the product.,,,,,,,,,,0,
2325,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Nice pink mauve shade..,https://m.media-amazon.com/images/I/61OVxd3Mo4L._SY88.jpg,Product_Quality,0,Nice pink mauve shade..,,,,,,,,,,,,,0,
2326,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,At first I thought it won't look good on me as it is a brown shade and I have a dusky skin tone. Then I applied it lightly in a dab dab manner and it looks beautiful on me. It's not smudge proof but it definitely is moisturizing. It looks pinkish in one of the pictures attached is because of my selfie camera but the other pictures are true pictures. I didn't like the smell of this lipstick though so giving it 4 stars. If you have a dusky skin then just follow my trick and you would love this nude nuance shade. 🤎,https://m.media-amazon.com/images/I/617kd92NrzL._SY88.jpg,Product_Quality,1,At first I thought it won't look good on me as it is a brown shade and I have a dusky skin tone.,Performance,0,Then I applied it lightly in a dab dab manner and it looks beautiful on me. It's not smudge proof but it definitely is moisturizing. It looks pinkish in one of the pictures attached is because of my selfie camera but the other pictures are true pictures. I didn't like the smell of this lipstick though so giving it 4 stars. If you have a dusky skin then just follow my trick and you would love this nude nuance shade. 🤎,,,,,,,,,,1,
2326,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,At first I thought it won't look good on me as it is a brown shade and I have a dusky skin tone. Then I applied it lightly in a dab dab manner and it looks beautiful on me. It's not smudge proof but it definitely is moisturizing. It looks pinkish in one of the pictures attached is because of my selfie camera but the other pictures are true pictures. I didn't like the smell of this lipstick though so giving it 4 stars. If you have a dusky skin then just follow my trick and you would love this nude nuance shade. 🤎,https://m.media-amazon.com/images/I/718NPKrzgCL._SY88.jpg,Product_Quality,1,At first I thought it won't look good on me as it is a brown shade and I have a dusky skin tone.,Performance,0,Then I applied it lightly in a dab dab manner and it looks beautiful on me. It's not smudge proof but it definitely is moisturizing. It looks pinkish in one of the pictures attached is because of my selfie camera but the other pictures are true pictures. I didn't like the smell of this lipstick though so giving it 4 stars. If you have a dusky skin then just follow my trick and you would love this nude nuance shade. 🤎,,,,,,,,,,1,
2326,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,At first I thought it won't look good on me as it is a brown shade and I have a dusky skin tone. Then I applied it lightly in a dab dab manner and it looks beautiful on me. It's not smudge proof but it definitely is moisturizing. It looks pinkish in one of the pictures attached is because of my selfie camera but the other pictures are true pictures. I didn't like the smell of this lipstick though so giving it 4 stars. If you have a dusky skin then just follow my trick and you would love this nude nuance shade. 🤎,https://m.media-amazon.com/images/I/71Zkp6VChtL._SY88.jpg,Product_Quality,1,At first I thought it won't look good on me as it is a brown shade and I have a dusky skin tone.,Performance,0,Then I applied it lightly in a dab dab manner and it looks beautiful on me. It's not smudge proof but it definitely is moisturizing. It looks pinkish in one of the pictures attached is because of my selfie camera but the other pictures are true pictures. I didn't like the smell of this lipstick though so giving it 4 stars. If you have a dusky skin then just follow my trick and you would love this nude nuance shade. 🤎,,,,,,,,,,1,
2327,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Good product I love it,https://m.media-amazon.com/images/I/61maLnjKwUL._SY88.jpg,Product_Quality,0,Good product I love it,,,,,,,,,,,,,0,
2327,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,Good product I love it,https://m.media-amazon.com/images/I/61wTU-P1uvL._SY88.jpg,Product_Quality,0,Good product I love it,,,,,,,,,,,,,0,
2328,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. It's like China Product... I think it's not original.I recieved China product. Not original... Backside of the lipstick mentioned China language... And it's gives some smell like petroleum while am using...,https://m.media-amazon.com/images/I/61waKI1uM3L._SY88.jpg,Product_Quality,1,. It's like China Product... I think it's not original.I recieved China product. Not original... Backside of the lipstick mentioned China language... And it's gives some smell like petroleum while am using...,,,,,,,,,,,,,1,
2329,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,I like only packing I dislike the product quality according to price I ordered matte lipstick💄 but it's not matte it's cheap product please Amazon don't send this type of products and color is also very different I kept this product,https://m.media-amazon.com/images/I/61kpua0+97L._SY88.jpg,Product_Quality,1,I dislike the product quality according to price I ordered matte lipstick💄 but it's not matte it's cheap product please Amazon don't send this type of products and color is also very different I kept this product,Customer_Service,0,I like only packing,,,,,,,,,,1,
2329,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,I like only packing I dislike the product quality according to price I ordered matte lipstick💄 but it's not matte it's cheap product please Amazon don't send this type of products and color is also very different I kept this product,https://m.media-amazon.com/images/I/7144oObxAyL._SY88.jpg,Product_Quality,1,I dislike the product quality according to price I ordered matte lipstick💄 but it's not matte it's cheap product please Amazon don't send this type of products and color is also very different I kept this product,Customer_Service,0,I like only packing,,,,,,,,,,1,
2330,Cosmetics,Maybelline,"Maybelline New York Matte Lipstick, Intense Colour, Keeps Lips Moisturised, 660 Touch of Spice, Color Sensational Creamy Matte Lipstick, 3.9g",https://www.amazon.in/Maybelline-York-Lipstick-Touch-Spice/dp/B00N6YEI6O/ref=cm_cr_arp_d_product_top?ie=UTF8,"This is the best shade that i have ever brought. It appears to be a little darker on my arm but it matches really well with my lip colour. This shade suits for your everyday life may it be for a daily supermarket visit or an office meeting. This shade doesn't add in any extra to your makeup but it will just suit you perfectly I can assure you that. Now about the texture it very creamy, light weight and moisturizing. And the texture doesn't change with time it stays smooth for a long time on your lips. The only con is that this product is not smudge proof. As u can see in the image I have uploaded it smudges to that extend with just a single stroke. Since I'm not a person who really cares about it I don't mind wearing this because this shade just suits me very well.",https://images-na.ssl-images-amazon.com/images/I/519xGCRmV-L._SY88.jpg,Product_Quality,0,"This is the best shade that i have ever brought. It appears to be a little darker on my arm but it matches really well with my lip colour. This shade suits for your everyday life may it be for a daily supermarket visit or an office meeting. This shade doesn't add in any extra to your makeup but it will just suit you perfectly I can assure you that. Now about the texture it very creamy, light weight and moisturizing. And the texture doesn't change with time it stays smooth for a long time on your lips.",Performance,1,The only con is that this product is not smudge proof. As u can see in the image I have uploaded it smudges to that extend with just a single stroke. Since I'm not a person who really cares about it I don't mind wearing this because this shade just suits me very well.,,,,,,,,,,1,
